Id_solicitud,messolictud,Default_60dias_12meses,tipo_casa,edad,fec_ing_empleo,antg_max_tc,meses_pasivo_12,ingreso,mto_lin_cred_sistemafinanciero,mto_deuda_prom_sistemafinanciero,zon_geo,max_clas_riesg,nivel_educ
2757,201101,1,FAMILIAR,46,01/01/2007,0,12,2340,6592.01,11935.42,Lima,0,PROFESIONAL
2758,201101,0,FAMILIAR,27,01/11/2003,52,12,2300,9145.92,8643.07,Lima,0,SUPERIOR
2759,201101,0,FAMILIAR,48,01/07/1999,0,12,1400,20580,4193.55,Lima,0,TECNICO
2760,201101,0,PROPIA,35,01/11/2005,0,12,3052,1600,6840.91,Lima,0,PROFESIONAL
2761,201101,1,FAMILIAR,30,01/03/2006,0,12,894.65,3147.05,901.52,Lima,0,TECNICO
2762,201101,1,FAMILIAR,32,01/04/2006,15,12,5960.25,9781.19,0,Lima,0,PROFESIONAL
2763,201101,1,PROPIA,64,01/11/2003,85,12,15000,6371.31,668.43,Ica,0,TECNICO
2764,201101,0,FAMILIAR,48,01/02/2001,0,12,1540,0,57094.38,Lima,1,TECNICO
2765,201101,0,FAMILIAR,32,01/08/2001,11,12,1950,1760,5.29,Lima,0,TECNICO
2766,201101,1,FAMILIAR,22,01/07/2006,0,11,896,200,946.34,Callao,0,PROFESIONAL
2767,201101,1,FAMILIAR,45,01/03/2006,0,12,1639.08,0,1279.56,Cuzco,0,PROFESIONAL
2768,201101,0,FAMILIAR,40,01/01/2000,0,12,2100,2327.28,0,Lima,1,TECNICO
2769,201101,0,FAMILIAR,35,01/11/1993,47,12,3500,10303.18,0,Lima,0,PROFESIONAL
2770,201101,1,FAMILIAR,33,01/04/2005,0,12,1020.3,1300,2340.25,Lima,1,TECNICO
2771,201101,1,FAMILIAR,35,01/02/2002,0,6,3200,14798.45,23271.47,Lima,1,PROFESIONAL
2772,201101,1,PROPIA,40,01/11/1997,88,12,11500,8836.72,6483.22,Lambayeque,0,PROFESIONAL
2773,201101,0,PROPIA,46,01/12/2002,86,12,15504,36233.4,12896.8,Lima,0,PROFESIONAL
2774,201101,1,FAMILIAR,52,01/11/2007,24,12,3465,3880.99,266.78,Callao,4,PROFESIONAL
2775,201101,0,FAMILIAR,29,01/01/2005,0,12,2000,0,0,Lima,0,PROFESIONAL
2776,201101,1,FAMILIAR,27,01/04/2005,0,12,1417.28,0,11466.17,Junin,0,TECNICO
2777,201101,0,FAMILIAR,37,01/02/2005,13,0,3200,14175.49,1907.22,Lima,1,PROFESIONAL
2778,201101,1,FAMILIAR,48,01/01/1993,0,0,2500,9953.28,0,Lima,0,TECNICO
2779,201101,1,FAMILIAR,40,01/06/1990,19,12,2500,593.42,3706.59,Lima,0,TECNICO
2780,201101,1,FAMILIAR,30,01/01/2000,0,4,30000,1486.56,6754.93,Lambayeque,0,EDUCACION BASICA
2781,201101,1,PROPIA,35,01/04/1996,21,0,1500,7243.95,0,La Libertad,1,PROFESIONAL
2782,201101,1,FAMILIAR,26,01/03/2001,0,12,1650,0,1350.99,Lima,0,TECNICO
2783,201102,1,FAMILIAR,35,01/03/2005,41,12,4804,913.12,248.25,Ayacucho,0,PROFESIONAL
2784,201102,0,FAMILIAR,24,25/08/2003,0,12,1112.36,840,2019.85,Lima,0,PROFESIONAL
2785,201102,1,FAMILIAR,33,01/08/2003,17,12,3567,18715.84,1486.3,Lima,1,PROFESIONAL
2786,201102,1,FAMILIAR,24,01/11/2006,0,12,1603.14,2897.38,2351.05,La Libertad,1,TECNICO
2787,201102,1,PROPIA,44,01/07/1987,46,12,8000,24004.43,1220.81,Lima,1,PROFESIONAL
2788,201102,1,PROPIA,29,01/05/2000,37,12,2121,4500,3692.73,La Libertad,0,TECNICO
2789,201102,0,FAMILIAR,31,01/06/2004,10,12,1350,0,1770.29,Lima,0,TECNICO
2790,201102,1,FAMILIAR,34,01/09/2001,0,12,3200,7800,6800.62,Lima,1,PROFESIONAL
2791,201102,0,FAMILIAR,26,21/02/2008,0,12,703.53,0,2495.79,Lima,0,TECNICO
2792,201102,0,PROPIA,43,01/08/2000,0,12,4800,70634.16,10422.4,Callao,0,PROFESIONAL
2793,201102,1,FAMILIAR,54,01/08/1997,0,12,1800,0,0,Lima,0,TECNICO
2794,201102,1,FAMILIAR,51,01/01/2000,24,12,2100,2068.85,1960.45,Callao,0,PROFESIONAL
2795,201102,1,FAMILIAR,40,01/01/2008,0,11,903.88,0,1795.79,Piura,0,TECNICO
2796,201102,1,PROPIA,32,01/09/2005,78,0,6624,32386.9,466.84,Lima,0,PROFESIONAL
2797,201102,1,FAMILIAR,49,01/09/2007,64,12,1400,13189,6498.13,Callao,1,TECNICO
2798,201102,1,PROPIA,31,01/01/2001,0,12,1773,2570.87,0,Callao,1,TECNICO
2799,201102,1,ALQUILADA,40,01/04/2006,46,0,6500,17286.54,0,La Libertad,1,PROFESIONAL
2800,201102,1,PROPIA,79,01/05/2001,0,11,30000,31045.72,57094.38,Lima,3,EDUCACION BASICA
2801,201102,1,FAMILIAR,56,01/07/1993,0,12,1800,770,0,Junin,0,TECNICO
2802,201102,0,FAMILIAR,32,01/02/2005,9,12,900,1824.67,1933.75,La Libertad,1,TECNICO
2803,201102,1,FAMILIAR,21,01/12/2006,0,12,1281.37,0,2755.23,Lima,0,PROFESIONAL
2804,201102,1,FAMILIAR,43,01/06/2001,0,12,1197.77,0,1405.56,Ica,0,TECNICO
2805,201102,1,FAMILIAR,38,01/08/2003,15,12,1000,0,2045.9,Junin,0,TECNICO
2806,201102,1,FAMILIAR,25,24/07/2007,0,12,916.09,1275,5039.47,Lima,1,PROFESIONAL
2807,201102,0,PROPIA,51,01/10/1984,103,12,5000,16912.54,7526.15,Callao,0,PROFESIONAL
2808,201102,0,FAMILIAR,34,01/12/2002,98,12,7500,38830.4,22620.42,Lima,0,PROFESIONAL
2809,201102,1,FAMILIAR,35,01/04/2006,0,10,3000,7824.1,0,Arequipa,1,PROFESIONAL
2810,201102,1,FAMILIAR,30,03/01/2007,25,0,600,100,0,Lima,1,PROFESIONAL
2811,201102,1,FAMILIAR,46,26/07/1998,96,12,2105.06,0,5615.25,Pasco,1,TECNICO
2812,201102,0,PROPIA,35,01/01/2001,70,12,2500,6245,2208.53,Moquegua,1,PROFESIONAL
2813,201102,1,FAMILIAR,23,01/09/2006,6,12,900,4123.67,179.97,Lima,2,TECNICO
2814,201102,1,PROPIA,47,01/07/2002,9,12,14250,10711.5,2569.6,Ancash,0,PROFESIONAL
2815,201102,1,PROPIA,40,01/10/2007,0,12,741.82,1053.75,1059.23,Callao,0,TECNICO
2816,201102,1,FAMILIAR,42,01/04/1988,86,0,4406,24750,1368.35,Ancash,0,PROFESIONAL
2817,201102,0,FAMILIAR,28,01/10/2004,0,12,2000,0,4160.93,San Martin,0,PROFESIONAL
2818,201102,1,PROPIA,46,01/05/2005,109,12,1016,16697.45,0,Lima,0,PROFESIONAL
2819,201102,0,PROPIA,31,21/10/2004,27,12,2561.54,1900,1275.79,Junin,0,TECNICO
2820,201102,0,FAMILIAR,27,01/07/2002,12,12,1551.11,16681,1294.75,Callao,0,PROFESIONAL
2821,201102,1,PROPIA,27,01/05/2005,22,12,3500,5822.29,12134.92,Lima,0,PROFESIONAL
2822,201102,1,FAMILIAR,53,01/03/1997,112,12,6200,70506.86,0,Lima,0,PROFESIONAL
2823,201102,1,PROPIA,29,01/09/2003,0,12,2282.95,0,917.23,Lima,0,TECNICO
2824,201102,1,FAMILIAR,26,01/01/2000,15,12,2100,300.16,478.32,Lima,3,TECNICO
2825,201102,1,FAMILIAR,41,01/10/1999,18,12,3089,855.12,2305.12,Lima,0,TECNICO
2826,201102,1,FAMILIAR,23,01/05/2006,0,12,1245.44,0,500.55,Lima,0,TECNICO
2827,201102,1,PROPIA,47,01/09/2005,87,12,4700,16589.73,3444.75,Lima,0,PROFESIONAL
2828,201102,1,FAMILIAR,47,01/08/2006,104,12,4750,9000,6001.54,Lima,0,PROFESIONAL
2829,201102,1,PROPIA,28,01/05/2007,10,12,697.62,2083.39,467.81,Callao,0,TECNICO
2830,201102,0,FAMILIAR,30,01/08/2007,0,11,5160,9165.16,0,Lima,0,PROFESIONAL
2831,201102,1,FAMILIAR,32,05/01/2008,7,12,1089.51,500,6522.91,Lima,0,TECNICO
2832,201102,1,PROPIA,59,01/02/2005,0,12,7000,0,0,Callao,0,PROFESIONAL
2833,201102,1,FAMILIAR,23,01/02/2006,0,12,747.05,0,2130.06,Lima,0,PROFESIONAL
2834,201102,1,PROPIA,51,01/08/2006,20,11,2096.2,1170,4066.75,Lima,0,TECNICO
2835,201102,1,FAMILIAR,35,15/08/2005,9,12,11022.11,16182.19,22869.07,Lima,0,PROFESIONAL
2836,201102,0,FAMILIAR,32,01/01/2007,26,12,1609.8,14404,1741.94,Lima,0,PROFESIONAL
2837,201102,1,FAMILIAR,35,01/12/2003,69,12,1260.64,12074.59,0,Arequipa,1,PROFESIONAL
2838,201102,1,FAMILIAR,47,01/11/2006,8,12,1420,4574.76,2258.95,Lima,0,TECNICO
2839,201102,1,FAMILIAR,46,01/01/2003,26,12,2000,2400,570.12,Junin,0,PROFESIONAL
2840,201102,0,FAMILIAR,29,01/09/1997,78,11,3500,1800,0,Lima,1,TECNICO
2841,201102,1,FAMILIAR,31,01/03/2000,46,12,2600,2252.88,1333.57,Lima,0,TECNICO
2842,201102,0,FAMILIAR,31,01/06/2006,0,12,2500,0,0,Lima,0,PROFESIONAL
2843,201102,1,FAMILIAR,32,01/02/2002,22,12,1100,958.9,0,Lima,0,TECNICO
2844,201102,1,FAMILIAR,37,01/07/2008,17,12,7675,19808.8,20780.81,Lima,1,TECNICO
2845,201102,1,FAMILIAR,24,01/05/2008,0,12,909.03,0,5052.54,Lima,0,TECNICO
2846,201102,0,FAMILIAR,31,01/10/2002,0,12,2200,3146.75,8616.62,Piura,0,PROFESIONAL
2847,201102,1,FAMILIAR,27,01/08/2002,18,12,1800,2446.5,3176.51,Lambayeque,1,TECNICO
2848,201102,0,FAMILIAR,43,01/09/2000,0,12,10000,0,0,Ancash,0,PROFESIONAL
2849,201102,1,FAMILIAR,41,01/12/1995,84,12,2100,14483.96,249.96,Lima,1,TECNICO
2850,201102,1,FAMILIAR,41,10/09/2006,0,10,800,6379.61,1582.42,La Libertad,0,TECNICO
2851,201102,0,FAMILIAR,27,17/04/2007,2,12,1021.53,1311,3743.84,Cuzco,0,PROFESIONAL
2852,201102,1,FAMILIAR,38,01/08/2004,0,12,1770.89,594.72,1938.92,San Martin,0,PROFESIONAL
2853,201102,1,FAMILIAR,28,01/06/2007,39,5,3400,5900,57094.38,Lima,0,PROFESIONAL
2854,201102,1,FAMILIAR,23,01/02/2007,7,12,691.17,500,2108.42,Lambayeque,0,TECNICO
2855,201102,1,PROPIA,45,01/06/2006,98,8,21450,121543.4,43104.85,Lima,0,TECNICO
2856,201102,1,PROPIA,34,01/01/2001,67,12,5300,17700,3435.19,Lima,0,PROFESIONAL
2857,201102,1,FAMILIAR,34,01/01/2005,0,12,1068.84,0,9537.32,Ica,0,TECNICO
2858,201102,0,FAMILIAR,34,01/09/1995,20,12,2200,276.36,23.5,Lima,0,PROFESIONAL
2859,201102,1,FAMILIAR,24,01/02/2007,0,12,1150,500,2651.33,Arequipa,2,TECNICO
2860,201102,1,FAMILIAR,28,01/10/2005,18,9,3750,4810.55,1785.48,Lambayeque,1,PROFESIONAL
2861,201102,0,FAMILIAR,36,01/04/1998,9,0,4750,67853.78,1732.59,Lima,0,PROFESIONAL
2862,201102,1,FAMILIAR,27,12/03/2008,12,4,3300,4700,2082.72,Lima,0,TECNICO
2863,201102,1,FAMILIAR,36,01/04/2003,13,12,2882.8,7627.94,0,Lima,0,PROFESIONAL
2864,201102,1,FAMILIAR,54,01/04/1995,62,12,2400,29666.85,2473.04,Lima,1,PROFESIONAL
2865,201102,1,FAMILIAR,23,01/08/2008,0,8,1216.85,1100,3169.17,Lima,2,TECNICO
2866,201102,1,PROPIA,27,01/01/2005,0,12,2800,0,57094.38,La Libertad,0,TECNICO
2867,201102,1,FAMILIAR,43,01/04/2000,0,0,2110,402.4,897.81,Lima,0,PROFESIONAL
2868,201102,1,FAMILIAR,42,01/11/2006,100,12,2500,1900,10368.56,Lima,2,TECNICO
2869,201102,1,FAMILIAR,43,01/12/2003,21,12,1847.65,1485,0,La Libertad,1,TECNICO
2870,201102,1,FAMILIAR,35,01/02/2006,14,0,1200,24082.65,164.23,Lima,0,TECNICO
2871,201102,1,PROPIA,25,01/09/2005,0,12,1200,0,4701.96,Lima,0,TECNICO
2872,201102,1,PROPIA,29,10/01/2005,0,12,1281.15,7503.56,0,Ucayali,0,TECNICO
2873,201102,1,PROPIA,35,01/09/2006,14,12,2373,5775,2803.21,Lima,0,PROFESIONAL
2874,201102,0,FAMILIAR,25,01/07/2006,6,12,2976.68,0,62.79,Arequipa,0,PROFESIONAL
2875,201102,0,PROPIA,53,01/08/2000,60,12,2055.73,0,108.41,Lima,0,TECNICO
2876,201102,1,FAMILIAR,30,11/04/2006,0,12,3540.79,0,25786.76,Lima,4,PROFESIONAL
2877,201102,1,FAMILIAR,32,01/05/2005,10,10,3500,3486.21,3272.07,Lima,1,PROFESIONAL
2878,201102,0,FAMILIAR,49,01/03/2003,37,12,4300,0,0,Lambayeque,0,TECNICO
2879,201102,0,FAMILIAR,27,26/06/2007,12,12,1533.41,1700,10165.39,Cajamarca,0,PROFESIONAL
2880,201102,1,FAMILIAR,25,01/10/2005,0,12,730,7098.14,5822.74,Lima,1,TECNICO
2881,201102,1,PROPIA,46,01/07/2003,3,12,4350,7183.35,285.7,Lima,1,TECNICO
2882,201102,1,FAMILIAR,33,03/05/2002,18,12,1205.31,10085,951.38,Lima,1,TECNICO
2883,201102,1,FAMILIAR,34,01/01/2005,0,12,850,7184.97,3257.62,Lima,0,TECNICO
2884,201102,1,PROPIA,50,01/01/2002,31,12,1400,0,1918.97,Arequipa,0,TECNICO
2885,201102,1,PROPIA,35,01/10/2002,0,0,5000,6548.74,6049.64,Lambayeque,0,EDUCACION BASICA
2886,201102,1,FAMILIAR,24,28/08/2006,0,12,1300,200,5114.49,Lima,0,PROFESIONAL
2887,201102,1,PROPIA,38,22/04/2004,24,12,981.69,750,127.36,Ica,0,TECNICO
2888,201102,1,FAMILIAR,34,01/10/2007,0,12,1012.85,0,4487.72,Lima,0,TECNICO
2889,201102,1,FAMILIAR,27,01/01/2008,0,11,1800,1299.75,0,Lima,0,SIN EDUCACION
2890,201102,1,FAMILIAR,37,01/01/2004,98,12,2100,0,0,Callao,4,PROFESIONAL
2891,201102,0,FAMILIAR,39,01/11/1987,65,7,2693.13,7129.24,1080.15,Lima,1,PROFESIONAL
2892,201102,1,PROPIA,29,01/02/2002,0,4,1800,0,0,Ancash,0,PROFESIONAL
2893,201102,0,FAMILIAR,38,01/04/2000,0,12,1500,897.02,3119.33,Lima,0,TECNICO
2894,201102,1,FAMILIAR,41,01/02/2008,6,11,677.41,1975.66,258.68,Lima,0,TECNICO
2895,201102,1,PROPIA,44,01/08/2006,65,12,15000,77650,57094.38,Lima,0,PROFESIONAL
2896,201102,0,PROPIA,57,01/07/1980,72,12,5700,3500,52141.55,Lambayeque,1,TECNICO
2897,201102,0,FAMILIAR,44,01/09/1994,104,12,5300,38163.42,30523.82,Lima,1,PROFESIONAL
2898,201102,0,FAMILIAR,34,01/01/2002,0,12,2800,4004.44,0,Lima,0,PROFESIONAL
2899,201102,1,FAMILIAR,45,03/09/2007,7,12,1988.42,2400,15513.91,Lima,0,TECNICO
2900,201102,1,FAMILIAR,41,01/03/1994,98,0,6357,0,4042.44,Lima,1,TECNICO
2901,201102,1,FAMILIAR,29,14/03/2007,9,12,1691.22,500,2354.94,La Libertad,0,EDUCACION BASICA
2902,201102,1,FAMILIAR,29,01/05/2004,21,12,4690,926.4,388.73,Lima,1,PROFESIONAL
2903,201102,0,FAMILIAR,31,01/01/2000,37,12,30000,13879.37,1331.67,Lima,0,PROFESIONAL
2904,201102,1,FAMILIAR,35,27/03/2007,9,12,714.63,900,498.5,Callao,0,TECNICO
2905,201102,0,PROPIA,42,12/03/2008,22,11,2032.17,3000,4068.19,Puno,1,TECNICO
2906,201102,0,FAMILIAR,32,01/06/2007,0,9,3314.41,16991.2,0,Lima,0,PROFESIONAL
2907,201102,0,FAMILIAR,38,01/10/1990,73,12,2900,3005.62,6034.48,Lima,4,PROFESIONAL
2908,201102,0,FAMILIAR,53,01/07/1994,98,12,2873,2723.02,3864.59,Lima,2,PROFESIONAL
2909,201102,1,FAMILIAR,28,01/09/2006,0,12,4054.39,1000,3522.1,Lima,3,PROFESIONAL
2910,201102,1,PROPIA,43,01/07/2007,109,12,3500,48800,17644.27,Lima,0,PROFESIONAL
2911,201102,0,FAMILIAR,37,01/06/1993,102,12,7300,31946.82,54467.86,Lima,0,TECNICO
2912,201102,0,ALQUILADA,40,01/01/2001,35,12,9900,25364.77,8382.74,Lima,1,PROFESIONAL
2913,201102,1,FAMILIAR,55,02/05/2005,0,12,1560.93,4040.01,2600.42,Cuzco,0,TECNICO
2914,201102,1,FAMILIAR,50,01/03/1999,0,12,2100,0,0,Arequipa,0,PROFESIONAL
2915,201102,1,FAMILIAR,27,01/05/2007,0,11,1000,1861.49,2352.64,Lambayeque,0,TECNICO
2916,201102,1,FAMILIAR,44,01/12/1984,0,12,3500,0,5791.21,Junin,0,PROFESIONAL
2917,201102,1,PROPIA,38,01/10/1998,2,12,2400,1765.99,4470.36,Loreto,1,TECNICO
2918,201102,1,FAMILIAR,48,01/09/2005,0,11,2776.65,7435.2,6022.48,Lima,1,TECNICO
2919,201102,1,PROPIA,33,01/01/2001,38,0,19316,57897,30000.22,Lima,2,PROFESIONAL
2920,201103,1,FAMILIAR,31,01/01/2007,9,0,900,500,1623.91,Lima,0,TECNICO
2921,201103,1,FAMILIAR,38,01/04/1998,0,0,5000,2927.74,4874.77,La Libertad,0,PROFESIONAL
2922,201103,1,FAMILIAR,57,01/02/2007,0,12,1329.35,1000,2963.66,Cuzco,0,PROFESIONAL
2923,201103,1,PROPIA,36,01/09/2005,0,12,1900,2142.17,1214.1,Ucayali,2,PROFESIONAL
2924,201103,1,FAMILIAR,53,01/01/2008,0,4,1800,5465.55,1226.42,Arequipa,0,PROFESIONAL
2925,201103,1,FAMILIAR,28,01/01/2008,9,12,1544.36,1400,3573.66,Lima,0,PROFESIONAL
2926,201103,1,FAMILIAR,35,01/05/2002,24,12,2238,1158.94,1457.09,Lima,0,PROFESIONAL
2927,201103,1,FAMILIAR,30,01/10/2003,13,12,800,936.22,0,Lima,0,TECNICO
2928,201103,1,PROPIA,35,01/02/2007,0,12,970.18,0,3500,Lima,0,PROFESIONAL
2929,201103,1,PROPIA,31,01/09/2003,43,12,966,4514.68,4000.53,Lima,2,TECNICO
2930,201103,0,FAMILIAR,51,01/03/2004,50,12,5000,35560,0,Lima,0,SUPERIOR
2931,201103,0,FAMILIAR,44,01/04/1992,113,12,5889,55409.59,1456.87,Lima,0,PROFESIONAL
2932,201103,1,FAMILIAR,32,01/04/2006,11,12,8500,20730.09,31068.4,Lima,1,PROFESIONAL
2933,201103,0,PROPIA,29,01/04/2004,12,12,3882.83,7800,15111.2,Cuzco,0,PROFESIONAL
2934,201103,1,PROPIA,64,01/05/2003,0,12,1300,575.33,646.09,Lima,0,EDUCACION BASICA
2935,201103,1,FAMILIAR,40,01/03/2001,12,12,3000,9575.42,6918.21,Lima,1,PROFESIONAL
2936,201103,0,FAMILIAR,29,01/02/2006,0,12,6501.68,21640,0,Lima,0,PROFESIONAL
2937,201103,0,PROPIA,37,01/01/2005,64,12,9291,8686.74,443.03,Lima,0,PROFESIONAL
2938,201103,0,PROPIA,38,01/01/2001,42,12,30000,41946.47,1045.45,Lambayeque,0,PROFESIONAL
2939,201103,1,PROPIA,38,03/01/2005,7,0,11477,25645.02,6306.67,Lima,1,PROFESIONAL
2940,201103,0,FAMILIAR,32,06/03/2006,0,12,2901.19,0,0,Junin,0,SIN EDUCACION
2941,201103,0,FAMILIAR,31,01/10/2005,16,12,1500,3330,0,Lima,0,TECNICO
2942,201103,1,FAMILIAR,33,01/05/2003,46,12,3000,13843.55,262.39,Lima,3,PROFESIONAL
2943,201103,1,FAMILIAR,41,01/06/2003,0,12,770,1978.55,892.24,Lima,0,TECNICO
2944,201103,0,PROPIA,29,01/03/2007,0,12,2920,4040,26045.76,La Libertad,0,TECNICO
2945,201103,0,FAMILIAR,27,20/12/2004,13,12,1223.85,0,0,Lima,0,PROFESIONAL
2946,201103,0,FAMILIAR,54,01/02/1981,10,12,6500,2284.64,212.86,Lima,0,PROFESIONAL
2947,201103,1,PROPIA,51,01/01/2000,79,7,1200,47504.05,18179.05,Lima,1,PROFESIONAL
2948,201103,0,PROPIA,38,01/04/2007,68,12,7501.04,59440,3727.82,Lima,1,PROFESIONAL
2949,201103,1,FAMILIAR,23,01/01/2000,52,12,2100,1155,5480.09,Lima,4,PROFESIONAL
2950,201103,1,FAMILIAR,36,01/12/2004,0,12,1346.81,0,2642.1,Junin,0,TECNICO
2951,201103,1,FAMILIAR,33,01/12/2005,23,12,2714.69,1849.3,0,Lima,2,PROFESIONAL
2952,201103,1,FAMILIAR,37,01/04/2005,13,12,1500,10860,6217.09,Lima,0,PROFESIONAL
2953,201103,1,FAMILIAR,36,01/09/2002,53,8,5000,29085.28,580.94,Lima,2,PROFESIONAL
2954,201103,1,FAMILIAR,36,01/02/2005,6,12,2300,0,1501.17,Junin,0,TECNICO
2955,201103,0,FAMILIAR,41,01/08/1989,110,12,8592.32,42818.53,0,Lima,1,PROFESIONAL
2956,201103,0,FAMILIAR,29,01/09/2004,21,12,10500,0,0,Cajamarca,0,PROFESIONAL
2957,201103,1,FAMILIAR,49,01/04/1999,15,12,820,120.03,13.83,Callao,0,TECNICO
2958,201103,1,FAMILIAR,45,01/09/1995,93,12,10500,30435.04,2670.33,La Libertad,0,PROFESIONAL
2959,201103,1,PROPIA,48,01/12/1999,42,4,15000,47072.16,57094.38,Lima,0,TECNICO
2960,201103,0,FAMILIAR,26,01/03/2006,0,12,4000,28446.46,57094.38,Lima,1,PROFESIONAL
2961,201103,1,FAMILIAR,53,01/06/1994,0,8,12000,9351.62,2.4,Lima,0,PROFESIONAL
2962,201103,1,FAMILIAR,29,01/12/2006,0,12,1094.19,0,4382.51,Arequipa,0,TECNICO
2963,201103,0,PROPIA,46,01/01/1988,100,12,3000,22788.4,10665.67,Lima,3,PROFESIONAL
2964,201103,1,FAMILIAR,28,01/05/2005,8,5,2000,4915.69,460.04,Lima,0,PROFESIONAL
2965,201103,1,PROPIA,55,01/07/2004,0,12,4500,0,57094.38,Cajamarca,0,PROFESIONAL
2966,201103,1,FAMILIAR,46,01/01/1997,0,12,5050,0,0,Lima,1,SUPERIOR
2967,201103,0,FAMILIAR,38,01/09/2005,0,12,1182.36,2180.72,1733.79,Callao,3,TECNICO
2968,201103,0,FAMILIAR,40,17/10/2001,14,12,1295.35,300,11987.72,Arequipa,0,TECNICO
2969,201103,0,FAMILIAR,29,01/01/2007,16,12,2500,4590,0,Lima,0,PROFESIONAL
2970,201103,1,ALQUILADA,29,01/05/2002,37,12,3838.41,5334.09,21126.2,Piura,0,PROFESIONAL
2971,201103,1,FAMILIAR,33,01/01/2004,47,12,3000,7949.28,1171.95,Lima,3,PROFESIONAL
2972,201103,0,PROPIA,40,01/11/1991,80,0,19500,19729.88,3055.31,Lima,2,PROFESIONAL
2973,201103,0,FAMILIAR,40,01/02/1998,27,12,4384.15,29267.86,57094.38,Cajamarca,1,TECNICO
2974,201103,1,FAMILIAR,36,01/05/2007,0,12,1245.59,13088,2294.27,Lima,0,TECNICO
2975,201103,1,FAMILIAR,38,01/07/1997,92,12,11233,1342.35,0,Ica,0,PROFESIONAL
2976,201103,1,FAMILIAR,31,12/11/2004,39,9,2362.12,0,0,Loreto,2,PROFESIONAL
2977,201103,0,FAMILIAR,40,03/05/2002,15,0,3785,16864.03,0,Lima,0,PROFESIONAL
2978,201103,1,FAMILIAR,29,01/01/2003,26,11,2500,2051.86,5923.59,Cajamarca,0,PROFESIONAL
2979,201103,1,PROPIA,43,01/09/1999,0,6,7375.73,0,0,Tacna,0,EDUCACION BASICA
2980,201103,0,FAMILIAR,27,07/11/2007,0,12,7230.88,0,22391.02,Arequipa,0,TECNICO
2981,201103,1,FAMILIAR,30,01/12/2006,8,1,1600,6762.26,398.09,Lima,0,PROFESIONAL
2982,201103,1,PROPIA,26,01/09/2006,0,12,628.84,1325,1549.29,Lima,0,TECNICO
2983,201103,1,FAMILIAR,54,01/04/2004,0,12,1200,0,3265.24,Lima,0,TECNICO
2984,201103,1,FAMILIAR,27,01/04/2006,0,12,790.84,620,2333.17,Lima,0,TECNICO
2985,201103,1,FAMILIAR,28,01/01/2000,3,12,5000,12236.88,12166.26,La Libertad,0,PROFESIONAL
2986,201103,0,FAMILIAR,40,01/02/1996,0,12,8500,0,13183.28,Lima,0,SUPERIOR
2987,201103,1,FAMILIAR,21,01/06/2007,0,12,700,0,3193.2,Lima,0,PROFESIONAL
2988,201103,0,FAMILIAR,28,01/05/2007,23,3,3885,20289.07,1194.38,La Libertad,0,PROFESIONAL
2989,201103,1,PROPIA,30,01/08/2008,80,12,19630,40943.74,57094.38,Lima,1,PROFESIONAL
2990,201103,1,PROPIA,32,31/05/2003,6,12,1241.51,500,6804.68,Lambayeque,4,PROFESIONAL
2991,201103,0,PROPIA,41,01/05/2002,36,12,1787,7780.68,2560.06,Lima,0,TECNICO
2992,201103,0,FAMILIAR,37,01/06/1993,102,12,7300,31946.82,54467.86,Lima,0,TECNICO
2993,201103,0,FAMILIAR,59,01/10/2005,40,12,4000,6154.43,0,Lima,0,PROFESIONAL
2994,201103,1,FAMILIAR,60,01/10/1999,0,12,1650,6212.4,0,Lima,1,PROFESIONAL
2995,201103,1,FAMILIAR,48,01/03/2005,105,12,1135.88,0,2897.15,Lima,0,SUPERIOR
2996,201103,0,FAMILIAR,44,01/07/2004,2,12,3476,0,24592.29,Ancash,4,PROFESIONAL
2997,201103,1,FAMILIAR,50,01/05/1997,0,11,2509,555.3,0,Lima,2,SUPERIOR
2998,201103,0,FAMILIAR,25,01/01/2004,0,12,1266.15,0,4947.87,Lima,0,TECNICO
2999,201103,1,FAMILIAR,30,01/06/1999,12,12,2900,605.65,3481.93,Lima,0,PROFESIONAL
3000,201103,1,PROPIA,55,01/01/1986,9,12,2100,990,11684.28,Lima,0,EDUCACION BASICA
3001,201103,1,FAMILIAR,23,01/11/2003,0,12,1063,4668.07,2142.18,Lima,3,PROFESIONAL
3002,201103,1,ALQUILADA,33,01/01/2002,10,9,2120,1990.04,476.27,La Libertad,2,PROFESIONAL
3003,201103,1,FAMILIAR,32,01/03/2002,63,12,2400,8828.21,2848.52,Lima,1,PROFESIONAL
3004,201103,1,PROPIA,53,01/11/2006,106,12,4300,28750,360.15,Lima,0,PROFESIONAL
3005,201103,1,FAMILIAR,28,11/08/2006,10,12,1317.38,1300,3191.03,Lima,1,TECNICO
3006,201103,1,FAMILIAR,27,01/06/2007,33,12,2205,19360.88,3365.75,Lima,0,SUPERIOR
3007,201103,1,FAMILIAR,29,01/11/2003,14,12,2355.01,362.87,246.68,Cajamarca,0,PROFESIONAL
3008,201103,1,PROPIA,33,01/04/2001,87,12,4800,4495.09,806.59,Lima,1,PROFESIONAL
3009,201103,1,FAMILIAR,34,01/01/1994,8,12,1500,5900,10258.6,Lima,0,TECNICO
3010,201103,1,FAMILIAR,41,01/09/2000,0,0,4700,7750,0,La Libertad,0,PROFESIONAL
3011,201103,0,FAMILIAR,47,01/01/2000,87,12,13500,22501.1,14548.74,Lima,0,PROFESIONAL
