ANIO,Mes,Semana,TIPO,CADENA,TIENDA_CLIENTE,TIENDA_NOMBRECRONOGRAMA,MODELO_NOMBRECLIENTE,Modelo Corto,SAP,Vta_Unid,PVP,Venta_Soles,CLIENTE
2024,Mayo,W021,PISO,CARSA,CAR - Huancayo,CARSA HUANCAYO,CONGELADOR INDURAMA CI-420BL 420L BLANCA,CI-420BL,10010070,1,1665,1665,INTEGRA
2024,Mayo,W021,PISO,CARSA,CAR - Huancayo,CARSA HUANCAYO,CONGELADOR INDURAMA CI-420BL 420L BLANCA,CI-420BL,10010070,-1,1665,-1665,INTEGRA
2024,Mayo,W021,PISO,CARSA,CAR - Huancayo,CARSA HUANCAYO,LAVADORA AUTOMATICA INDURAMA LRI19CR 19K CROMA,LRI 19CR,10008544,1,1469,1469,INTEGRA
2024,Mayo,W021,PISO,CARSA,CAR - Huancayo,CARSA HUANCAYO,SIDE BY SIDE INDURAMA RI-769  428L CROMA,RI-769,10008522,1,1749,1749,INTEGRA
2024,Mayo,W021,PISO,CARSA,CAR - Huancayo,CARSA HUANCAYO,LICUADORA INDURAMA LI-CRP  1.5L GRIS,LI-CRP,10008559,1,100,100,INTEGRA
2024,Mayo,W021,PISO,CARSA,CAR - Huancayo,CARSA HUANCAYO,REFRIGERADORA RI-359 INDURAMA,RI-359,10008999,1,1126,1126,INTEGRA
2024,Mayo,W021,PISO,CARSA,CAR - Huancayo,CARSA HUANCAYO,"COCINA GAS INDURAMA VERNET 24"" GRIS 4H",Vernet,10008543,1,669,669,INTEGRA
2024,Mayo,W021,PISO,CARSA,CAR - Huancayo,CARSA HUANCAYO,CONGELADOR CI-320BL INDURAMA,CI-320BL,10008728,1,1099,1099,INTEGRA
2024,Mayo,W021,PISO,CARSA,CAR - Huancayo,CARSA HUANCAYO,EXTRACTOR DE JUGOS EI-CR,EI-CR,10008554,1,169,169,INTEGRA
2024,Mayo,W021,PISO,CARSA,CAR - Huancayo,CARSA HUANCAYO,REFRIGERADORA INDURAMA RI-389 248L CROMA,RI-389,10008596,1,1299,1299,INTEGRA
2024,Mayo,W021,PISO,CARSA,CAR - Huancayo,CARSA HUANCAYO,COCINA INDURAMA PARMA ZAFIRO CROMA,Parma,30000787,1,1149,1149,INTEGRA
2024,Mayo,W021,PISO,CARSA,CAR - Huancayo,CARSA HUANCAYO,CONGELADOR CI-320BL INDURAMA,CI-320BL,10008728,1,1099,1099,INTEGRA
2024,Mayo,W021,PISO,CARSA,CAR - Huancayo,CARSA HUANCAYO,SIDE BY SIDE INDURAMA RI-788DI 508L CROMA,RI-788DI,10025434,1,2499,2499,INTEGRA
2024,Mayo,W021,PISO,CARSA,CAR - Huancayo,CARSA HUANCAYO,CONGELADOR INDURAMA CI-420BL 420L BLANCA,CI-420BL,10010070,1,1665,1665,INTEGRA
2024,Mayo,W021,PISO,CARSA,CAR - Huancayo,CARSA HUANCAYO,HORNO INDURAMA MWI-20TCRP 20L CROMA,MWI-20TCRP,10011510,1,249,249,INTEGRA
2024,Mayo,W021,PISO,CARSA,CAR - Huancayo,CARSA HUANCAYO,LAVADORA AUTOMATICA INDURAMA LRI 15 DGR  15K GRIS OSCURO,LRI 15DGR,10008600,1,1050,1050,INTEGRA
2024,Mayo,W021,PISO,CARSA,CAR - Huancayo,CARSA HUANCAYO,HORNO INDURAMA MWI-20TCRP 20L CROMA,MWI-20TCRP,10011510,1,249,249,INTEGRA
2024,Mayo,W021,PISO,CARSA,CAR - Huancayo,CARSA HUANCAYO,REFRIGERADORA INDURAMA RI-289D 177L CROMA,RI-289D,10014231,1,949,949,INTEGRA
2024,Mayo,W021,PISO,CARSA,CAR - Huancayo,CARSA HUANCAYO,SIDE BY SIDE INDURAMA RI-788DI 508L CROMA,RI-788DI,10025434,1,2499,2499,INTEGRA
2024,Mayo,W021,PISO,CARSA,CAR - Huancayo,CARSA HUANCAYO,FRIGOBAR INDURAMA RI101 90L BLANCO,RI-101BL,10011509,1,499,499,INTEGRA
2024,Mayo,W021,PISO,CARSA,CAR - Huanuco,CARSA HUANUCO,LAVADORA AUTOMATICA INDURAMA LRI21CR 21K CROMA,LRI 21CR,10008545,1,1614,1614,INTEGRA
2024,Mayo,W021,PISO,CARSA,CAR - Huanuco,CARSA HUANUCO,EXTRACTOR DE JUGOS EI-CR,EI-CR,10008554,1,174,174,INTEGRA
2024,Mayo,W021,PISO,CARSA,CAR - Huanuco,CARSA HUANUCO,LICUADORA INDURAMA LI-CRP  1.5L GRIS,LI-CRP,10008559,1,134,134,INTEGRA
2024,Mayo,W021,PISO,CARSA,CAR - Huanuco,CARSA HUANUCO,"COCINA GAS INDURAMA FIRENZE ZAFIRO 30"" CROMA 5H",Firenze,30000838,1,1514,1514,INTEGRA
2024,Mayo,W021,PISO,CARSA,CAR - Huanuco,CARSA HUANUCO,REFRIGERADORA RI-359 INDURAMA,RI-359,10008999,1,1164,1164,INTEGRA
2024,Mayo,W021,PISO,CARSA,CAR - Huanuco,CARSA HUANUCO,FRIGOBAR INDURAMA RI159CR 122L CROMA,RI-159CR,10008535,1,614,614,INTEGRA
2024,Mayo,W021,PISO,CARSA,CAR - Huanuco,CARSA HUANUCO,OLLA INDURAMA OAI-BL18 1.8L BLANCA,OAI-BL18,10008556,1,105,105,INTEGRA
2024,Mayo,W021,PISO,CARSA,CAR - Huanuco,CARSA HUANUCO,EXTRACTOR DE JUGOS EI-CR,EI-CR,10008554,1,174,174,INTEGRA
2024,Mayo,W021,PISO,CARSA,CAR - Huanuco,CARSA HUANUCO,OLLA INDURAMA OAI-GR18  1.8L GRIS,OAI-GR18,10008557,1,135,135,INTEGRA
2024,Mayo,W021,PISO,CARSA,CAR - Huaral,CARSA HUARAL,REFRIGERADORA INDURAMA RI-289D 177L CROMA,RI-289D,10014231,1,949,949,INTEGRA
2024,Mayo,W021,PISO,CARSA,CAR - Huaral,CARSA HUARAL,"COCINA GAS INDURAMA MATISSE 20"" GRIS 4H",Matisse,10008813,1,699,699,INTEGRA
2024,Mayo,W021,PISO,CARSA,CAR - Huaral,CARSA HUARAL,"COCINA GAS INDURAMA VIENA 24"" CROMA 4H",Viena,30001101,1,899,899,INTEGRA
2024,Mayo,W021,PISO,CARSA,CAR - Huaral,CARSA HUARAL,LAVADORA AUTOMATICA INDURAMA LRI21CR 21K CROMA,LRI 21CR,10008545,1,1599,1599,INTEGRA
2024,Mayo,W021,PISO,CARSA,CAR - Huaral,CARSA HUARAL,"COCINA GAS INDURAMA FIRENZE ZAFIRO 30"" CROMA 5H",Firenze,30000838,1,1499,1499,INTEGRA
2024,Mayo,W021,PISO,CARSA,CAR - Huaral,CARSA HUARAL,REFRIGERADORA INDURAMA RI-389 248L CROMA,RI-389,10008596,1,1299,1299,INTEGRA
2024,Mayo,W021,PISO,CARSA,CAR - Huaral,CARSA HUARAL,"COCINA GAS INDURAMA VERNET 24"" GRIS 4H",Vernet,10008543,1,669,669,INTEGRA
2024,Mayo,W021,PISO,CARSA,CAR - Huaral,CARSA HUARAL,LICUADORA INDURAMA LI-CRP  1.5L GRIS,LI-CRP,10008559,1,129,129,INTEGRA
2024,Mayo,W021,PISO,CARSA,CAR - Huaraz,CARSA HUARAZ,SIDE BY SIDE INDURAMA RI-788DI 508L CROMA,RI-788DI,10025434,1,2425,2425,INTEGRA
2024,Mayo,W021,PISO,CARSA,CAR - Huaraz,CARSA HUARAZ,COCINA FLORENCIA ZAFIRO INDURAMA,Florencia,30000845,1,1381,1381,INTEGRA
2024,Mayo,W021,PISO,CARSA,CAR - Huaraz,CARSA HUARAZ,"COCINA GAS INDURAMA FIRENZE ZAFIRO 30"" CROMA 5H",Firenze,30000838,1,1514,1514,INTEGRA
2024,Mayo,W021,PISO,CARSA,CAR - Huaraz,CARSA HUARAZ,LAVADORA AUTOMATICA INDURAMA LRI21CR 21K CROMA,LRI 21CR,10008545,1,1600,1600,INTEGRA
2024,Mayo,W021,PISO,CARSA,CAR - Huaraz,CARSA HUARAZ,LAVADORA LRI 13 DGR INDURAMA,LRI 13DGR,10008599,1,964,964,INTEGRA
2024,Mayo,W021,PISO,CARSA,CAR - Huaraz,CARSA HUARAZ,SIDE BY SIDE INDURAMA RI-788DI 508L CROMA,RI-788DI,10025434,1,2514,2514,INTEGRA
2024,Mayo,W021,PISO,CARSA,CAR - Huaraz,CARSA HUARAZ,LICUADORA INDURAMA LI-INX   1.5L INOX,LI-INX,10008558,1,184,184,INTEGRA
2024,Mayo,W021,PISO,CARSA,CAR - Huaraz,CARSA HUARAZ,LICUADORA INDURAMA LI-CRP  1.5L GRIS,LI-CRP,10008559,1,134,134,INTEGRA
2024,Mayo,W021,PISO,CARSA,CAR - Huaraz,CARSA HUARAZ,REFRIGERADORA RI-359 INDURAMA,RI-359,10008999,1,1164,1164,INTEGRA
2024,Mayo,W021,PISO,CARSA,CAR - Huaraz,CARSA HUARAZ,LAVADORA AUTOMATICA INDURAMA LRI19CR 19K CROMA,LRI 19CR,10008544,1,1506,1506,INTEGRA
2024,Mayo,W021,PISO,CARSA,CAR - Huaraz,CARSA HUARAZ,FRIGOBAR INDURAMA RI159CR 122L CROMA,RI-159CR,10008535,1,614,614,INTEGRA
2024,Mayo,W021,PISO,CARSA,CAR - Huaraz,CARSA HUARAZ,LICUADORA INDURAMA LI-CRB  1.5L NEGRA,LI-CRB,10008552,-1,154,-154,INTEGRA
2024,Mayo,W021,PISO,CARSA,CAR - Huaraz,CARSA HUARAZ,FRIGOBAR INDURAMA RI159CR 122L CROMA,RI-159CR,10008535,1,614,614,INTEGRA
2024,Mayo,W021,PISO,CARSA,CAR - Huaraz,CARSA HUARAZ,LICUADORA INDURAMA LI-INX   1.5L INOX,LI-INX,10008558,1,184,184,INTEGRA
2024,Mayo,W021,PISO,CARSA,CAR - Huaraz,CARSA HUARAZ,CONGELADORA HORIZONTAL INDURAMA CI-220BL 198L BLANCA,CI-220BL,10009699,1,924,924,INTEGRA
2024,Mayo,W021,PISO,CARSA,CAR - Ica 02,CARSA ICA,REFRIGERADORA RI-359 INDURAMA,RI-359,10008999,1,1149,1149,INTEGRA
2024,Mayo,W021,PISO,CARSA,CAR - Ica 02,CARSA ICA,REFRIGERADORA RI-359 INDURAMA,RI-359,10008999,1,1149,1149,INTEGRA
2024,Mayo,W021,PISO,CARSA,CAR - Ica 02,CARSA ICA,"COCINA GAS INDURAMA VERNET 24"" GRIS 4H",Vernet,10008543,1,656,656,INTEGRA
2024,Mayo,W021,PISO,CARSA,CAR - Ica 02,CARSA ICA,HORNO INDURAMA MWI-20TCRP 20L CROMA,MWI-20TCRP,10011510,1,249,249,INTEGRA
2024,Mayo,W021,PISO,CARSA,CAR - Ica 02,CARSA ICA,HORNO INDURAMA MWI-20TCRP 20L CROMA,MWI-20TCRP,10011510,1,249,249,INTEGRA
2024,Mayo,W021,PISO,CARSA,CAR - Ica 02,CARSA ICA,"COCINA GAS INDURAMA FIRENZE ZAFIRO 30"" CROMA 5H",Firenze,30000838,1,1499,1499,INTEGRA
2024,Mayo,W021,PISO,CARSA,CAR - Ica 02,CARSA ICA,REFRIGERADORA INDURAMA RI469D 379L CROMA,RI-469D,10008516,1,1599,1599,INTEGRA
2024,Mayo,W021,PISO,CARSA,CAR - Ica 02,CARSA ICA,CONGELADORA HORIZONTAL INDURAMA CI-220BL 198L BLANCA,CI-220BL,10009699,1,899,899,INTEGRA
2024,Mayo,W021,PISO,CARSA,CAR - Ica 02,CARSA ICA,COCINA FLORENCIA ZAFIRO INDURAMA,Florencia,30000845,1,1399,1399,INTEGRA
2024,Mayo,W021,PISO,CARSA,CAR - Ica 02,CARSA ICA,"COCINA GAS INDURAMA VIENA 24"" CROMA 4H",Viena,30001101,1,881,881,INTEGRA
2024,Mayo,W021,PISO,CARSA,CAR - Ica 02,CARSA ICA,REFRIGERADORA INDURAMA RI-389 248L CROMA,RI-389,10008596,1,1299,1299,INTEGRA
2024,Mayo,W021,PISO,CARSA,CAR - Ica 02,CARSA ICA,"COCINA GAS INDURAMA VERNET 24"" GRIS 4H",Vernet,10008543,1,669,669,INTEGRA
2024,Mayo,W021,PISO,CARSA,CAR - Ica 02,CARSA ICA,LAVADORA AUTOMATICA INDURAMA LRI19CR 19K CROMA,LRI 19CR,10008544,1,1499,1499,INTEGRA
2024,Mayo,W021,PISO,CARSA,CAR - Ica 02,CARSA ICA,CONGELADOR INDURAMA CI-420BL 420L BLANCA,CI-420BL,10010070,1,1699,1699,INTEGRA
2024,Mayo,W021,PISO,CARSA,CAR - Ica 02,CARSA ICA,CONGELADOR CI-320BL INDURAMA,CI-320BL,10008728,1,1099,1099,INTEGRA
2024,Mayo,W021,PISO,CARSA,CAR - Ica 02,CARSA ICA,SIDE BY SIDE INDURAMA RI-788DI 508L CROMA,RI-788DI,10025434,1,2499,2499,INTEGRA
2024,Mayo,W021,PISO,CARSA,CAR - Ica 02,CARSA ICA,"COCINA GAS INDURAMA VIENA 24"" CROMA 4H",Viena,30001101,1,850,850,INTEGRA
2024,Mayo,W021,PISO,CARSA,CAR - Ica 02,CARSA ICA,LICUADORA INDURAMA LI-CRP  1.5L GRIS,LI-CRP,10008559,1,100,100,INTEGRA
2024,Mayo,W021,PISO,CARSA,CAR - Ica 02,CARSA ICA,REFRIGERADORA INDURAMA RI-289D 177L CROMA,RI-289D,10014231,1,949,949,INTEGRA
2024,Mayo,W021,PISO,CARSA,CAR - Ica 02,CARSA ICA,COCINA GRANADA ZAFIRO TLL CROMA INDURAMA,Granada,30001053,1,1015,1015,INTEGRA
2024,Mayo,W021,PISO,CARSA,CAR - Ica 02,CARSA ICA,REFRIGERADORA INDURAMA RI-389D 246L CROMA,RI-389D,10008597,1,1348,1348,INTEGRA
2024,Mayo,W021,PISO,CARSA,CAR - Ica 02,CARSA ICA,REFRIGERADORA INDURAMA RI469D 379L CROMA,RI-469D,10008516,1,1567,1567,INTEGRA
2024,Mayo,W021,PISO,CARSA,CAR - Ilo,CARSA ILO,FRIGOBAR INDURAMA RI159BL 122L BLANCO,RI-159BL,10008534,1,564,564,INTEGRA
2024,Mayo,W021,PISO,CARSA,CAR - Ilo,CARSA ILO,COCINA INDURAMA PARMA ZAFIRO CROMA,Parma,30000787,1,1164,1164,INTEGRA
2024,Mayo,W021,PISO,CARSA,CAR - Ilo,CARSA ILO,HORNO INDURAMA MWI-20TCRP 20L CROMA,MWI-20TCRP,10011510,1,254,254,INTEGRA
2024,Mayo,W021,PISO,CARSA,CAR - Ilo,CARSA ILO,LAVADORA AUTOMATICA INDURAMA LRI-13BLA 13K BLANCA,LRI 13BL,10008598,1,914,914,INTEGRA
2024,Mayo,W021,PISO,CARSA,CAR - Ilo,CARSA ILO,REFRIGERADORA INDURAMA RI-389 248L CROMA,RI-389,10008596,1,1314,1314,INTEGRA
2024,Mayo,W021,PISO,CARSA,CAR - Ilo,CARSA ILO,FRIGOBAR INDURAMA RI159CR 122L CROMA,RI-159CR,10008535,1,614,614,INTEGRA
2024,Mayo,W021,PISO,CARSA,CAR - Ilo,CARSA ILO,HORNO INDURAMA MWI-32TCRP 32L CROMA,MWI-32TCRP,10011511,1,404,404,INTEGRA
2024,Mayo,W021,PISO,CARSA,CAR - Ilo,CARSA ILO,LAVADORA AUTOMATICA INDURAMA LRI-13BLA 13K BLANCA,LRI 13BL,10008598,1,914,914,INTEGRA
2024,Mayo,W021,PISO,CARSA,CAR - Ilo,CARSA ILO,REFRIGERADORA RI-359 INDURAMA,RI-359,10008999,1,1164,1164,INTEGRA
2024,Mayo,W021,PISO,CARSA,CAR - Iquitos 03,CARSA IQUITOS 3,CONGELADORA HORIZONTAL INDURAMA CI-220BL 198L BLANCA,CI-220BL,10009699,1,949,949,INTEGRA
2024,Mayo,W021,PISO,CARSA,CAR - Iquitos 03,CARSA IQUITOS 3,COCINA INDURAMA PARMA ZAFIRO CROMA,Parma,30000787,1,1174,1174,INTEGRA
2024,Mayo,W021,PISO,CARSA,CAR - La Merced,CARSA LA MERCED,"COCINA GAS INDURAMA VIENA 24"" CROMA 4H",Viena,30001101,1,914,914,INTEGRA
2024,Mayo,W021,PISO,CARSA,CAR - La Merced,CARSA LA MERCED,HORNO INDURAMA MWI-20TCRP 20L CROMA,MWI-20TCRP,10011510,1,304,304,INTEGRA
2024,Mayo,W021,PISO,CARSA,CAR - La Merced,CARSA LA MERCED,REFRIGERADORA RI-359 INDURAMA,RI-359,10008999,1,1164,1164,INTEGRA
2024,Mayo,W021,PISO,CARSA,CAR - La Merced,CARSA LA MERCED,FRIGOBAR INDURAMA RI159CR 122L CROMA,RI-159CR,10008535,1,614,614,INTEGRA
2024,Mayo,W021,PISO,CARSA,CAR - Manchay,CARSA MANCHAY,HORNO INDURAMA MWI-20TCRP 20L CROMA,MWI-20TCRP,10011510,1,249,249,INTEGRA
2024,Mayo,W021,PISO,CARSA,CAR - Manchay,CARSA MANCHAY,LICUADORA INDURAMA LI-INX   1.5L INOX,LI-INX,10008558,1,179,179,INTEGRA
2024,Mayo,W021,PISO,CARSA,CAR - Manchay,CARSA MANCHAY,HORNO INDURAMA MWI-20TCRP 20L CROMA,MWI-20TCRP,10011510,1,249,249,INTEGRA
2024,Mayo,W021,PISO,CARSA,CAR - Nazca,CARSA NAZCA,"COCINA GAS INDURAMA CANTABRIA 32"" CROMA 5H",Cantabria,30001137,1,1149,1149,INTEGRA
2024,Mayo,W021,PISO,CARSA,CAR - Nazca,CARSA NAZCA,LICUADORA INDURAMA LI-CRP  1.5L GRIS,LI-CRP,10008559,1,129,129,INTEGRA
2024,Mayo,W021,PISO,CARSA,CAR - Nazca,CARSA NAZCA,LICUADORA INDURAMA LI-INX   1.5L INOX,LI-INX,10008558,1,179,179,INTEGRA
2024,Mayo,W021,PISO,CARSA,CAR - Nazca,CARSA NAZCA,FRIGOBAR INDURAMA RI159CR 122L CROMA,RI-159CR,10008535,1,599,599,INTEGRA
2024,Mayo,W021,PISO,CARSA,CAR - Nueva Cajamarca,CARSA NUEVA CAJAMARCA,LAVADORA AUTOMATICA INDURAMA LRI19CR 19K CROMA,LRI 19CR,10008544,1,1514,1514,INTEGRA
2024,Mayo,W021,PISO,CARSA,CAR - Nueva Cajamarca,CARSA NUEVA CAJAMARCA,LICUADORA INDURAMA LI-INX   1.5L INOX,LI-INX,10008558,1,184,184,INTEGRA
2024,Mayo,W021,PISO,CARSA,CAR - Nueva Cajamarca,CARSA NUEVA CAJAMARCA,VITRINA INDURAMA VFV 520 SZ 302L BLANCO,VFV-520,30000877,1,2774,2774,INTEGRA
2024,Mayo,W021,PISO,CARSA,CAR - Nueva Cajamarca,CARSA NUEVA CAJAMARCA,REFRIGERADORA INDURAMA RI-289D 177L CROMA,RI-289D,10014231,1,950,950,INTEGRA
2024,Mayo,W021,PISO,CARSA,CAR - Nueva Cajamarca,CARSA NUEVA CAJAMARCA,REFRIGERADORA INDURAMA RI-289D 177L CROMA,RI-289D,10014231,1,964,964,INTEGRA
2024,Mayo,W021,PISO,CARSA,CAR - Nueva Cajamarca,CARSA NUEVA CAJAMARCA,LAVADORA AUTOMATICA INDURAMA LRI-13BLA 13K BLANCA,LRI 13BL,10008598,1,900,900,INTEGRA
2024,Mayo,W021,PISO,CARSA,CAR - Nueva Cajamarca,CARSA NUEVA CAJAMARCA,VITRINA INDURAMA VFV 520 SZ 302L BLANCO,VFV-520,30000877,1,2750,2750,INTEGRA
2024,Mayo,W021,PISO,CARSA,CAR - Nueva Cajamarca,CARSA NUEVA CAJAMARCA,REFRIGERADORA INDURAMA RI-389 248L CROMA,RI-389,10008596,1,1314,1314,INTEGRA
2024,Mayo,W021,PISO,CARSA,CAR - Nueva Cajamarca,CARSA NUEVA CAJAMARCA,VITRINA INDURAMA VFV 520 SZ 302L BLANCO,VFV-520,30000877,1,2750,2750,INTEGRA
2024,Mayo,W021,PISO,CARSA,CAR - Nueva Cajamarca,CARSA NUEVA CAJAMARCA,CONGELADOR CI-320BL INDURAMA,CI-320BL,10008728,1,1124,1124,INTEGRA
2024,Mayo,W021,PISO,CARSA,CAR - Nueva Cajamarca,CARSA NUEVA CAJAMARCA,REFRIGERADORA INDURAMA RI-289D 177L CROMA,RI-289D,10014231,1,964,964,INTEGRA
2024,Mayo,W021,PISO,CARSA,CAR - Nueva Cajamarca,CARSA NUEVA CAJAMARCA,LICUADORA INDURAMA LI-INX   1.5L INOX,LI-INX,10008558,1,184,184,INTEGRA
2024,Mayo,W021,PISO,CARSA,CAR - Nueva Cajamarca,CARSA NUEVA CAJAMARCA,HI-INX HERVIDOR 1.7L.,HI-INX,10008551,1,69,69,INTEGRA
2024,Mayo,W021,PISO,CARSA,CAR - Nueva Cajamarca,CARSA NUEVA CAJAMARCA,SIDE BY SIDE INDURAMA RI-769  428L CROMA,RI-769,10008522,1,2014,2014,INTEGRA
2024,Mayo,W021,PISO,CARSA,CAR - Nueva Cajamarca,CARSA NUEVA CAJAMARCA,"COCINA GAS INDURAMA VIENA 24"" CROMA 4H",Viena,30001101,1,914,914,INTEGRA
2024,Mayo,W021,PISO,CARSA,CAR - Nueva Cajamarca,CARSA NUEVA CAJAMARCA,"COCINA GAS INDURAMA VERNET 24"" GRIS 4H",Vernet,10008543,1,684,684,INTEGRA
2024,Mayo,W021,PISO,CARSA,CAR - Nueva Cajamarca,CARSA NUEVA CAJAMARCA,LICUADORA INDURAMA LI-CRP  1.5L GRIS,LI-CRP,10008559,1,100,100,INTEGRA
2024,Mayo,W021,PISO,CARSA,CAR - Nueva Cajamarca,CARSA NUEVA CAJAMARCA,"COCINA GAS INDURAMA VIENA 24"" CROMA 4H",Viena,30001101,1,850,850,INTEGRA
2024,Mayo,W021,PISO,CARSA,CAR - Nueva Cajamarca,CARSA NUEVA CAJAMARCA,REFRIGERADORA INDURAMA RI-289D 177L CROMA,RI-289D,10014231,1,949,949,INTEGRA
2024,Mayo,W021,PISO,CARSA,CAR - Nueva Cajamarca,CARSA NUEVA CAJAMARCA,FRIGOBAR INDURAMA RI159CR 122L CROMA,RI-159CR,10008535,1,614,614,INTEGRA
2024,Mayo,W021,PISO,CARSA,CAR - Nueva Cajamarca,CARSA NUEVA CAJAMARCA,SIDE BY SIDE INDURAMA RI-788DI 508L CROMA,RI-788DI,10025434,1,2514,2514,INTEGRA
2024,Mayo,W021,PISO,CARSA,CAR - Pacasmayo,CARSA PACASMAYO,REFRIGERADORA INDURAMA RI-289D 177L CROMA,RI-289D,10014231,1,930,930,INTEGRA
2024,Mayo,W021,PISO,CARSA,CAR - Paita,CARSA PAITA,HORNO INDURAMA MWI-32TCRP 32L CROMA,MWI-32TCRP,10011511,1,399,399,INTEGRA
2024,Mayo,W021,PISO,CARSA,CAR - Paita,CARSA PAITA,COCINA GRANADA ZAFIRO TLL CROMA INDURAMA,Granada,30001053,1,1049,1049,INTEGRA
2024,Mayo,W021,PISO,CARSA,CAR - Paita,CARSA PAITA,"COCINA GAS INDURAMA CANTABRIA 32"" CROMA 5H",Cantabria,30001137,1,1149,1149,INTEGRA
2024,Mayo,W021,PISO,CARSA,CAR - Paita,CARSA PAITA,LICUADORA INDURAMA LI-CRP  1.5L GRIS,LI-CRP,10008559,1,129,129,INTEGRA
2024,Mayo,W021,PISO,CARSA,CAR - Paita,CARSA PAITA,REFRIGERADORA RI-359 INDURAMA,RI-359,10008999,1,1149,1149,INTEGRA
2024,Mayo,W021,PISO,CARSA,CAR - Paita,CARSA PAITA,EXTRACTOR DE JUGOS EI-CR,EI-CR,10008554,-1,169,-169,INTEGRA
2024,Mayo,W021,PISO,CARSA,CAR - Paita,CARSA PAITA,CONGELADOR INDURAMA CI-420BL 420L BLANCA,CI-420BL,10010070,1,1674,1674,INTEGRA
2024,Mayo,W021,PISO,CARSA,CAR - Paita,CARSA PAITA,LICUADORA INDURAMA LI-CRP  1.5L GRIS,LI-CRP,10008559,1,129,129,INTEGRA
2024,Mayo,W021,PISO,CARSA,CAR - Pisco,CARSA PISCO,COCINA GRANADA ZAFIRO TLL CROMA INDURAMA,Granada,30001053,1,1049,1049,INTEGRA
2024,Mayo,W021,PISO,CARSA,CAR - Pisco,CARSA PISCO,CONGELADORA HORIZONTAL INDURAMA CI-220BL 198L BLANCA,CI-220BL,10009699,1,899,899,INTEGRA
2024,Mayo,W021,PISO,CARSA,CAR - Pisco,CARSA PISCO,LAVADORA AUTOMATICA INDURAMA LRI21CR 21K CROMA,LRI 21CR,10008545,1,1599,1599,INTEGRA
2024,Mayo,W021,PISO,CARSA,CAR - Pisco,CARSA PISCO,COCINA INDURAMA PARMA ZAFIRO CROMA,Parma,30000787,1,1132,1132,INTEGRA
2024,Mayo,W021,PISO,CARSA,CAR - Pisco,CARSA PISCO,COCINA INDURAMA PARMA ZAFIRO CROMA,Parma,30000787,1,1126,1126,INTEGRA
2024,Mayo,W021,PISO,CARSA,CAR - Pisco,CARSA PISCO,LAVADORA AUTOMATICA INDURAMA LRI21CR 21K CROMA,LRI 21CR,10008545,1,1567,1567,INTEGRA
2024,Mayo,W021,PISO,CARSA,CAR - Pisco,CARSA PISCO,LAVADORA AUTOMATICA INDURAMA LRI21CR 21K CROMA,LRI 21CR,10008545,1,1599,1599,INTEGRA
2024,Mayo,W021,PISO,CARSA,CAR - Pisco,CARSA PISCO,OLLA INDURAMA OAI-GR18  1.8L GRIS,OAI-GR18,10008557,1,130,130,INTEGRA
2024,Mayo,W021,PISO,CARSA,CAR - Pisco,CARSA PISCO,REFRIGERADORA INDURAMA RI-389 248L CROMA,RI-389,10008596,1,1299,1299,INTEGRA
2024,Mayo,W021,PISO,CARSA,CAR - Pisco,CARSA PISCO,LAVADORA AUTOMATICA INDURAMA LRI 15 DGR  15K GRIS OSCURO,LRI 15DGR,10008600,1,1050,1050,INTEGRA
2024,Mayo,W021,PISO,CARSA,CAR - Pisco,CARSA PISCO,HORNO INDURAMA MWI-20TCRP 20L CROMA,MWI-20TCRP,10011510,1,249,249,INTEGRA
2024,Mayo,W021,PISO,CARSA,CAR - Pisco,CARSA PISCO,CONGELADOR INDURAMA CI-420BL 420L BLANCA,CI-420BL,10010070,1,1665,1665,INTEGRA
2024,Mayo,W021,PISO,CARSA,CAR - Pisco,CARSA PISCO,HORNO INDURAMA MWI-20TCRP 20L CROMA,MWI-20TCRP,10011510,1,249,249,INTEGRA
2024,Mayo,W021,PISO,CARSA,CAR - Pisco,CARSA PISCO,LAVADORA AUTOMATICA INDURAMA LRI 15 DGR  15K GRIS OSCURO,LRI 15DGR,10008600,1,1050,1050,INTEGRA
2024,Mayo,W021,PISO,CARSA,CAR - Piura,CARSA PIURA,LAVADORA LRI 13 DGR INDURAMA,LRI 13DGR,10008599,1,949,949,INTEGRA
2024,Mayo,W021,PISO,CARSA,CAR - Piura,CARSA PIURA,CONGELADORA HORIZONTAL INDURAMA CI-220BL 198L BLANCA,CI-220BL,10009699,1,881,881,INTEGRA
2024,Mayo,W021,PISO,CARSA,CAR - Piura,CARSA PIURA,SIDE BY SIDE INDURAMA RI-788DI 508L CROMA,RI-788DI,10025434,1,2499,2499,INTEGRA
2024,Mayo,W021,PISO,CARSA,CAR - Piura,CARSA PIURA,"COCINA GAS INDURAMA CANTABRIA 32"" CROMA 5H",Cantabria,30001137,1,1126,1126,INTEGRA
2024,Mayo,W021,PISO,CARSA,CAR - Piura,CARSA PIURA,LICUADORA INDURAMA LI-CRP  1.5L GRIS,LI-CRP,10008559,1,129,129,INTEGRA
2024,Mayo,W021,PISO,CARSA,CAR - Piura,CARSA PIURA,REFRIGERADORA INDURAMA RI-289D 177L CROMA,RI-289D,10014231,1,930,930,INTEGRA
2024,Mayo,W021,PISO,CARSA,CAR - Piura,CARSA PIURA,REFRIGERADORA INDURAMA RI-389 248L CROMA,RI-389,10008596,1,1273,1273,INTEGRA
